,ids,mols,X,y
103,,CC(C)CC(NC(=O)C(N)Cc1ccccc1)C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)O)C(C)C,,4.02
104,,CN(C)CCNc1nc2ccccc2c2c1c1ccccc1[nH]2,,5.24
105,,O=c1c2c(ncn1N=Cc1ccccc1)n(Cc1ccccc1)nc2,,4.61
106,,O=C1C=CCC(c2ccnc3ccccc23)O1,,5.01
107,,COc1cc(OC)c2cc(-c3ccc(OCc4ccccc4)cc3)c(=O)[nH]c2c1,,5.0
108,,CN(CCc1c[nH]c2ccccc12)C(=O)c1cccc(F)c1,,4.01
109,,COc1ccc(Nc2nc3ccccc3nc2S(=O)(=O)c2ccccc2)cc1,,5.82
110,,CC1=C(C2=C(C)C(=O)c3c(C2=O)c(C=NC2C(=O)N4C2SC(C)(C)C4C(=O)O)c(O)c(O)c3C(C)C)C(=O)c2c(C=NC3C(=O)N4C3SC(C)(C)C4C(=O)O)c(O)c(O)c(C(C)C)c2C1=O,,4.53
111,,O=C(Nc1ccc(Cl)cc1)C1CCCN(C(=O)c2cccc(-c3ccco3)c2)C1,,5.38
112,,COc1ccc(C=C2COCC(=Cc3ccc(OC)cc3)C2=O)cc1,,5.21
113,,CON=C1C(=O)N(CCCCCCC(=O)NO)c2ccc([N+](=O)[O-])cc12,,5.77
114,,Cc1ccc(S(=O)(=O)c2nc3ccccc3nc2Nc2ccc(Cl)cc2)cc1,,5.02
115,,Cc1nc(C=CC(=O)C=Cc2coc(C)n2)co1,,6.08
116,,O=C1C(=Cc2nccs2)CCCC1=Cc1nccs1,,6.96
117,,COc1cc(C=Cc2n[nH]c(C=Cc3ccc(O)c(OC)c3)c2)ccc1O,,5.25
118,,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCCCN(C)C)cc4)cc3)nc21,,6.94
119,,O=C1NC(=O)C(=Cc2ccc(C(F)(F)F)cc2)S1,,4.42
120,,CC(=O)c1cccc(NC2C(N)C(NC(=O)N(C)C)(C(C)O)C(C)(O)C2(O)CO)c1,,6.51
121,,CCOCNc1n[n+]([O-])c2ccccc2[n+]1[O-],,4.965
122,,O=C1Nc2cc(O)ccc2C1=Cc1cccc(O)c1,,4.71
123,,C=CCCCCOc1ccccc1-c1cnc(S(=O)(=O)c2ccccc2)n1C,,4.48
124,,CC=C(C)C(=O)OC1C(C)=C2C(C1OC(=O)CCCCCCC)C(C)(OC(C)=O)CC(OC(=O)CCC)C1(O)C2OC(=O)C1(C)O,,8.1
125,,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1,,6.515
126,,Cc1ccc(CN(Cc2ccc(O)c3ncccc23)Cc2ccc(O)c3ncccc23)cc1,,7.39
127,,COC(=O)C(Cc1ccc(-c2cocc2)cc1)NC(=O)CCCCCCCC(=O)NO,,5.0
128,,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,,4.09
129,,COc1cc2c(Nc3ccccc3[N+](=O)[O-])ncnc2c(OC)c1OC,,4.51
130,,COc1ccc(C2CNC3=C2C(=O)c2c(C3=O)n(S(=O)(=O)c3ccc(C)cc3)cc2CCN)cc1,,4.47
131,,CN(C)CCNC(=O)c1cccc(Nc2nc3nc4c(cnn24)CCCCC(=O)Nc2cccc(c2)N3)c1,,6.42
132,,COc1ccc(Nc2n[nH]c3c2Cc2ccccc2-3)cc1,,4.54
133,,CC(=O)c1ccc(-c2cnc(N)nc2-c2c[nH]c3c(Br)cccc23)cc1,,5.44
134,,Cc1c(CCNCc2ccc(C=CC(=O)NO)cc2)c2ccccc2[nH]1,,7.62
135,,COc1ccc(C2CC2c2nnc3c4ccccc4cnn23)cc1,,4.54
136,,O=C1CC2OC(C=CC2O)CC=CCC(c2ccc3ccccc3c2)O1,,4.67
137,,CCC1(O)C(=O)OCc2c1cc1-c3c(Cn1c2=O)c(C1CCCC1)c1cc2OCOc2cc1n3,,8.05
138,,COc1ccc2[nH]cc(C(=O)c3nc(C(=O)O)cc4c3[nH]c3ccccc34)c2c1,,4.49
139,,COC(=O)Nc1cc(C(=O)c2c(C)cncc2Cl)cc(-c2cccc3c2cc[nH]3)c1,,7.1
140,,COc1cc2cc(-c3c(C)cccc3C)nc(N)c2cc1OC,,6.17
141,,Nc1ccc(Nc2nc3ccccc3nc2S(=O)(=O)c2ccc(Br)cc2)cc1,,5.63
142,,COc1cc(C(=O)c2csc(-c3ncccn3)n2)cc(OC)c1OC,,5.58
143,,O=c1n(-c2ccccc2)nc(-c2nc3ccccc3[nH]2)c2nc3ccccc3n12,,4.87
144,,COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cc(F)ccc4nc3OC)CC2)c1,,7.68
145,,CC(=O)OCC1OC(NC(=O)CCNC(=O)CCCc2ccc(N(CCCl)CCCl)cc2)C(F)C(OC(C)=O)C1OC(C)=O,,5.43
146,,O=C(C=Cc1ccccc1)NC(CCCCCC(=O)NO)C(=O)Nc1cccc2cccnc12,,6.96
147,,CCC1(O)C(=O)OCc2c1cc1-c3c(Cn1c2=O)c(C=NOCCN)c1ccccc1n3,,6.44
148,,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(OS(N)(=O)=O)c(OC)c2)ccc1O,,4.71
149,,COc1cc(C=CC=O)cc(OC)c1O,,4.2
150,,O=C1c2nccc(Cl)c2C(=O)c2c(-c3ccccc3NC(=O)C(F)(F)F)ccnc12,,6.05
151,,COc1ccccc1-n1c(C)nc2c(-c3ccc(Cl)cc3)nc3ccccc3c2c1=O,,4.98
152,,O=C(NCc1ccccc1)c1cc(Oc2cccc(NC(=S)Nc3ccc(Cl)cc3)c2)ccn1,,4.8
153,,CCCCCCCCCCCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,,5.4
154,,CC(=O)c1ccc(OCC=C(C)CCC=C(C)C)cc1O,,4.57
155,,COc1ccc(-c2nn(-c3ccccc3)cc2C=CC(=O)c2ccc3OC(C)(C)Cc3c2OCc2ccccc2)cc1,,4.74
156,,CC1=C2C3OC(=O)C4(CC(c5cc(Cl)ccc5Cl)N(c5ccccc5)O4)C3CCC2(C)C=CC1=O,,6.05
157,,Cc1ccc2c(c1)[nH]c1c2ccc2c1[nH]cc2C=O,,5.39
158,,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(OC)c(OC)c2)ccc1O,,4.58
159,,COc1ccc(Sc2cc(OC)c(OC)c(OC)c2)cc1N,,6.28
160,,Cc1ccc(C=CC(=O)c2ccccc2O)cc1,,4.56
161,,CCCCCCCCCCCCCCCCCCNC(=O)C1CSC(c2ccc(F)c(Br)c2)N1,,4.87
162,,O=c1c2ccccc2nnn1OCCCN1CCN(c2cccc3ccccc23)CC1,,4.91
163,,CCCCCCc1nc2cc(C=CC(=O)NO)ccc2n1CCN(C)C,,6.6
164,,O=C(CCC1=CCN(CCc2ccc(Cl)cc2)C1=O)NO,,6.77
165,,CC1=C2C3OC(=O)C4(CC(c5ccc(Br)cc5)=NO4)C3CCC2(C)C=CC1=O,,4.0
166,,COc1ccc(-c2c[nH]c(=O)n2-c2cc(OC)c(OC)c(OC)c2)cc1N,,4.3
167,,CCN(CC)c1ccc(CN2CCN(c3ccc(OC(C)C)c(NC(=O)c4cnccn4)c3)CC2)cc1,,5.19
168,,CC1=C(C=CC(=O)C=Cc2ccccc2F)C(C)(C)CCC1O,,4.98
169,,COc1cc2cc(-c3cccc(C)c3)nc(N)c2cc1OC,,5.6
170,,O=C(C=Cc1ccc(Br)cc1)C=Cc1ccc(Br)cc1,,4.64
171,,CC12CCC3C(CCC4NC(=O)CCC43C)C1CCC(n1cnc3c(NN)nc(Cl)nc31)O2,,5.52
172,,CCCCCCCCCCCCCCCCNC(=O)C1CSC(c2ccccc2NC(C)=O)N1,,5.57
173,,CCCCCCC(C)(C)C1=CC(=O)C2=C(OC(C)(C)c3c[nH]nc23)C1=O,,4.82
174,,O=C(CCl)Nc1ccc2C(=O)c3ccccc3C(=O)c2c1NC(=O)c1cccc(Cl)c1,,5.46
175,,CC1CCC2C(OC(=O)C23CC(c2ccc([N+](=O)[O-])cc2)N(c2ccccc2)O3)C2(C)C(=O)C=CC12O,,5.055
176,,CCC1(O)CC(=O)OCc2c1cc1-c3nc4ccc(F)cc4cc3Cn1c2=O,,9.24
177,,C=CC(=C)CCC1(C)C(C)CC(OC)C23C(=CC(=O)CC12)C(OC(C)=O)OC3OC(C)=O,,5.19
178,,CCNC(=O)Nc1ccc(-c2nc3c(CCN(S(C)(=O)=O)C3)c(N3CCOCC3)n2)cc1,,6.37
179,,O=C1C(=Cc2ccc(Cl)cc2)CCCC1=Cc1ccc(Cl)cc1,,4.95
180,,CC(C=CC1CC2(CO2)CC(C)(C)O1)=CCC1CCC(NC(=O)C=CC(C)OC(=O)c2cccn2C)CC1,,5.37
181,,C=C1CCC=C(C)CCC2=C(C)C(=O)OC2C=C(C)CCC1OC(=O)Nc1ccccc1,,4.79
182,,O=C(NCc1ccccc1)c1cc(Oc2cccc(NC(=S)Nc3cccc(C(F)(F)F)c3)c2)ccn1,,4.96
183,,C=C1C(=O)OC2C1CCC(C)C1(O)C(n3cc(CNc4ccccc4Br)nn3)CC(=O)C21C,,4.0
184,,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,,5.08
185,,CC(=O)c1c(O)cc(OCC=C(C)CCC=C(C)C)cc1O,,4.32
186,,O=C1C(=Cc2cscc2)COCC1=Cc1cscc1,,5.18
187,,CCC=CCCCCCCCCOP(=O)(O)O,,6.04
188,,CN(C)c1ccc(-c2ncc(C(=O)c3ccc(F)cc3)n2S(=O)(=O)c2ccccc2)cc1,,7.08
189,,CC(C)OP(=O)(OC(C)C)C(NC(=S)NC(Cc1ccccc1)C(=O)NCc1ccccc1)c1ccccc1,,4.71
190,,COc1cc2c(NC(C)c3ccccc3)ncnc2c(OC)c1OC,,4.73
191,,O=C(Nc1cc(Sc2ncn[nH]2)c(O)c2ccccc12)c1cccc([N+](=O)[O-])c1,,4.57
192,,CC1(C(O)c2ccc(Br)cc2)NC(=S)N(c2ccc(Cl)c(C(F)(F)F)c2)C1=O,,6.04
193,,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(C(C)(C)C)cc1,,4.82
194,,Cc1nc2c(-c3ccc(Cl)cc3)nc3ccccc3c2c(=O)n1-c1ccc(Br)cc1,,5.6
195,,c1ccc2c(-c3nnc(-c4ccncc4)o3)c[nH]c2c1,,5.39
196,,O=C1C(=CC=Cc2ccccc2)CCCC1=CC=Cc1ccccc1,,4.21
197,,O=C(CN1C(=O)CSC1c1ccccc1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,,4.74
198,,CC(C=CC1CC2(CO2)CC(C)(C)O1)=CCC1OCC(NC(=O)C=CC(C)OC(=O)N2CCCCC2)CO1,,5.14
199,,N=C(N)NCc1ccc2ccc3cccc4ccc1c2c34,,4.36
200,,COC1=CC2C3=C(C(NC(C)=O)CCc4cc(OC)c(OC)c(OC)c34)C(ON2c2ccccn2)C1=O,,7.55
201,,COc1cc2c(cc1OCCCCCCn1c(=C(C#N)C#N)c3cccc4c3c1ccc4)N=CC1CCCN1C2=O,,4.71
202,,CN(C)CCn1ccc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccccn4)cc3)nc21,,6.06
203,,COc1ccc(-c2c(COC(=O)NC(C)C)c(COC(=O)NC(C)C)c3Cc4ccccc4-n32)cc1,,4.63
204,,CCCCCCCCCCCCCCCCCCNC(=O)C1CSC(c2cc(OC)c(OC)c(OC)c2)N1,,5.355
205,,CC1=CC(=O)c2c(ccc3c2OC(CI)C3)C1=O,,4.57
206,,CN(C)c1ccc(C=C2C(=O)NC(=O)N2Cc2ccccc2)cc1,,4.24
207,,Cc1c2cccc-2c(N(C)C)cc2c1[nH]c1ccccc12,,5.85
208,,CC(O)(CSc1ccc(F)cc1)c1nc(-c2ccc(F)c(Cl)c2)no1,,4.94
209,,COc1cc2c(-c3c(cc(OC)c(=O)cc3)C(Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])CC2)c(OC)c1OC,,5.24
210,,N#Cc1c2cccc(Cl)n2c(NCCc2ccccc2Cl)c1-c1ccccc1,,4.64
211,,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1cccc(OCCN2CCCCC2)c1,,5.95
212,,CC1=C2C3OC(=O)C4(CC(c5ccc(Cl)cc5Cl)=NO4)C3CCC2(C)C=CC1=O,,4.59
213,,COc1ccc2c(c1)c1c(c(=O)[nH]nc1C)n2Cc1cccc(C#N)c1,,5.7
214,,COc1cc2c(-c3c(cc(OC)c(=O)cc3)C(N=C(C)S)CC2)c(OC)c1OC,,5.76
215,,COC1=CC2C3=C(C(NC(C)=O)CCc4cc(OC)c(OC)c(OC)c34)C(ON2c2cc(C)ccn2)C1=O,,7.85
216,,O=C1C(=Cc2ccc(O)cc2)CSCC1=Cc1ccc(O)cc1,,5.09
217,,S=C=NCCCCc1ccccc1,,4.62
218,,CCC(NC)C(=O)NC1CCCC2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,,4.25
219,,O=C1OC(=CCn2cc(Cc3ccccc3)nn2)C(OCc2ccccc2)=C1OCc1ccccc1,,4.15
220,,CC1=C(C=CC(=O)C=Cc2ccccc2C)C(C)(C)CCC1,,4.36
221,,Cn1cncc1C(N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,,4.95
222,,C=CCCCCOc1ccccc1-c1cnc(OCCCCC=C)n1C,,5.05
223,,C=CCCCCOc1ccccc1-c1cnc(OCCCC=C)n1C,,4.55
224,,CCOc1cc(C=C2NC(=O)NC2=O)cc(Br)c1OCC,,4.45
225,,O=C1Nc2c(ccc(F)c2F)C1(c1ccccc1)c1ccc(O)cc1,,8.05
226,,CC(=O)Nc1cn(C)c(C(=O)Nc2cn(C)c(C(=O)Nc3cn(C)c(C(=O)NCCC(=O)Nc4cn(C)c(C(=O)NCCCC(=O)Nc5cn(C)c(C(=O)NCCC(=O)Nc6cn(C)c(C(=O)Nc7ccc8[nH]c(C(=O)N9CC(CCl)c%10c9cc(O)c9ccccc%109)cc8c7)c6)n5)c4)c3)n2)n1,,7.53
227,,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCOCC2)n1,,8.44
228,,CC1CCC2C(OC(=O)C23CC(c2ccccc2Cl)=NO3)C2(C)C(=O)C=CC12O,,4.92
229,,CC1CCC2C(OC(=O)C23CC(c2cccc(F)c2)N(c2ccccc2)O3)C2(C)C(=O)C=CC12O,,5.185
230,,CCCCCC=CCC1(OC(C)=O)C=CC(=O)C1=CC=CCCCC(=O)OC,,5.46
231,,COc1cc(OC)c(C(=O)C=Cc2ccccc2Cl)c(O)c1CN1CCCC1,,5.51
232,,CCC(NC)C(=O)NC1C(=O)N2C(CCC1CN)CCC2C(=O)NC(c1ccccc1)c1ccccc1,,4.29
233,,CC(C)=CCCC(C)C1C(=O)C(=O)C(C)=C(NCCc2c[nH]c3ccccc23)C1=O,,4.63
234,,CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(=C(C#N)C(N)=O)C(=Cc4ccc(F)c(F)c4)CC32)C1,,5.07
