,ids,mols,X,y
87,,CC(C)CC(=O)c1c(O)c(C(c2ccc(OCc3ccccc3)cc2)c2c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c2O)c(O)c(C(=O)CC(C)C)c1O,,5.57
88,,CCCCCCCOC(c1ccc([N+](=O)[O-])cc1)c1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O,,4.715
89,,COc1ccc(S(=O)(=O)c2ccc(CN(C)c3ccc4N=C(NO)c5c4c3c(C)cc5)cc2)cc1,,5.3
90,,CCCCCc1cc2cn(CC=C3OC(=O)C(OCc4ccccc4)=C3OCc3ccccc3)c(=O)nc2o1,,4.6
91,,NC(=O)NC(=O)C=Cc1cccc(NC(=O)CBr)c1,,5.86
92,,OCC1OC(n2cnc3c(NCc4cc(F)cc(F)c4)ncnc32)C(O)C1O,,4.61
93,,O=Cc1c(-c2ccc(F)cc2)nc2sc(Cc3ccc(Cl)cc3)nn12,,4.075
94,,CC(=O)OC1CCN(C(c2ccccn2)c2c(O)ccc3ccccc23)CC1,,4.26
95,,O=C(OCc1ccccc1)C1CCCN1P(=O)(OCC1OC(n2cc(F)c(=O)[nH]c2=O)CC1O)Oc1ccccc1,,4.55
96,,O=C(CBr)Nc1cccc(NC(=O)NCCCl)c1,,6.11
97,,O=C(CCC1CCCCC1)N(O)c1ccc(Cl)cc1,,4.44
98,,CC=C(CC(C)CO)C(=O)C(C)C1C(OC(C)=O)CC2C3CC=C4CC(OC(C)=O)CCC4(C)C3CCC21C,,4.96
99,,CCCCCCCCCCCCCCCCCCNCc1c(O)cc2c(c1O)-c1cc(ccc1O)C1NC(=O)C3NC(=O)C4NC(=O)C(Cc5ccc(Oc6c(O)c(cc3c6)Oc3ccc(cc3Cl)C(O)C(NC1=O)C(=O)NC2C(=O)O)c(Cl)c5)NC(=O)C(N)c1ccc(O)c(c1)Oc1cc(O)cc4c1,,4.66
100,,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(C[S+]([O-])c1ccc2ccccc2c1)NS(C)(=O)=O,,8.42
101,,COc1ccc(S(=O)(=O)c2ccc(CN(C)c3ccc4N=C(N)c5c4c3c(C)cc5)cc2)cc1,,6.4
102,,COc1cc(C=Nc2nsc3ccccc23)ccc1O,,5.6
103,,CCOC(=O)c1c(C)nc(Nc2cccc(N)c2)nc1-c1ccccc1,,4.34
104,,COc1cc(Nc2ncc(-c3ccccc3C(=O)N(C)C)o2)ccc1-c1cnco1,,5.05
105,,CCNC(=O)OCc1c2Cc3ccccc3Cn2c(-c2ccc(Cl)cc2)c1COC(=O)NCC,,6.31
106,,Cc1ccc(C(=O)NC(N)=O)cc1NC(=O)CCl,,5.47
107,,COc1cc2c(cc1-c1cocn1)c(=O)cc(-c1ccccc1)[nH]2,,5.46
108,,Sc1ncnc2c1[nH]cn2,,6.0
109,,COc1ccc2cc(C(=O)c3cc(OC)c(OC)c(OC)c3)sc2c1,,5.77
110,,OCc1c2Cc3ccccc3-n2c(-c2ccc(F)c(F)c2)c1CO,,5.18
111,,O=C1C(=Cc2ccc(F)cc2)CCCC1=Cc1ccccc1[N+](=O)[O-],,5.82
112,,COc1ccc(C=CC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,,5.82
113,,O=C(Nc1cc(CO)cc(Nc2c3ccccc3nc3ccccc23)c1)Oc1ccc(N(CCCl)CCCl)cc1,,6.90666666667
114,,CC(=O)OC1CCN(C(c2ccccc2)c2c(O)ccc3ccccc23)CC1,,4.51
115,,C=C1CC(COc2nn(C)c(C(=O)O)c2)(c2ccc(Cl)cc2)OC1=O,,4.24
116,,COc1ccc2c(N)c(C(=O)c3cc(OC)c(OC)c(OC)c3)n(C)c2c1,,7.15
117,,OCc1c(-c2ccc(Cl)cc2)n2c(c1CO)sc1ccccc12,,5.416666666669999
118,,O=C1NCCN1c1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1,,7.11
119,,Nc1ncnc2c1ncn2C1OC(C=CI)C(O)C1O,,4.59
120,,O=C1C(=Cc2cccc(Br)c2)CCc2ccccc12,,5.06
121,,C#CCN(Cc1ccc2nc(C)[nH]c(=O)c2c1)c1ccc(C#N)cc1,,5.3
122,,Nc1nc(=O)n(C2SC(CO)C2CO)cc1,,4.34
123,,CC(C)=CCC(OC(=O)CC(C)(C)O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,,6.22
124,,Cc1ccc(Cc2nn3c(SC#N)c(-c4ccc(F)cc4)nc3s2)cc1,,4.9
125,,CCN(CC)CCC(=O)Nc1ccc2c(c1)c(=O)c1ccccc1n2Cc1cc(OC)cc(OC)c1,,6.14
126,,C=C1C=C(c2ccc(Br)cc2)C(=O)O1,,5.6
127,,Cc1ccc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)NC(C(=O)O)c2ccccc2)cc1,,5.27
128,,Cc1cccc(CNc2ncnc3c2ncn3C2OC(CO)C(O)C2O)c1O,,6.05
129,,COC1[N+]([O-])=C(C=Cc2ccc3ccc4cccc5ccc2c3c45)CC1(C)C,,4.87
130,,O=Nc1c2c3ccccc3nnn2c2ccccc12,,5.16
131,,CN(C)CC(CO)C(=O)c1ccccc1,,5.85
132,,Cc1nn(C)c2nnc(Nc3ccc(S(=O)(=O)N4CCCCC4)cc3)nc12,,4.52
133,,Nc1nc2c(ncn2CC(CCl)OCP(=O)(O)O)c(=O)[nH]1,,4.3
134,,CCN(Cc1ccc(S(=O)(=O)N2CCNCC2)cc1)c1ccc2NC(=O)c3c2c1ccc3,,5.39
135,,CN(C)CCn1c(-c2cc(-c3cc4cc(O)ccc4n3CCN(C)C)cnc2)cc2cc(O)ccc21,,4.83
136,,Cc1cn(C2CC(O)C(CO)S2)c(=O)[nH]c1=O,,6.17
137,,OCC1OC(n2cnc3c(NCc4ccc(F)cc4Cl)ncnc32)C(O)C1O,,4.68
138,,O=C(C=CC(=O)N1CC(=Cc2ccc([N+](=O)[O-])cc2)C(=O)C(=Cc2ccc([N+](=O)[O-])cc2)C1)Nc1ccc(Cl)c(Cl)c1,,6.42
139,,COc1ccc2c(N)c(C(=O)c3cc(OC)c(OC)c(OC)c3)oc2c1,,7.06
140,,COc1cc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc(Nc2c3ccccc3nc3ccccc23)c1,,7.33
141,,Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NC(C)C(N)=O)[nH]c3ccc(Cl)cc23)c1,,7.275
142,,CNC1N(OC)c2ccccc2C12CN=C(SC)S2,,4.0
143,,Cc1c(CO)c(CO)c2sc3ccccc3n12,,5.823333333330001
144,,CC(Br)C(=O)Nc1cc(C(=O)NC(N)=O)cc([N+](=O)[O-])c1,,5.8
145,,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccc(C)cc1,,4.0
146,,CCCc1cc(=O)oc2c3c(c4C=CC(C)(C)Oc4c12)OC(C)C(C)C3O,,4.73
147,,O=C1C(=Cc2ccccc2[N+](=O)[O-])Cc2ccccc12,,5.45
148,,Cc1ccc(NC2=NCc3c([nH]c4ccccc34)S2)cc1,,5.3
149,,Nc1ncnc2c1ncn2C1C=C(CO)C(O)C1O,,5.92
150,,CCOC(=O)Nc1cc(COC(=O)CCCC(=O)Nc2cn(C)c(C(=O)NCCN(C)C)c2)cc(Nc2c3ccccc3nc3ccccc23)c1,,4.75
151,,c1ccc(-c2cccc(CN3CC4CCC(C3)N4Cc3cccc(-c4ccccc4)c3)c2)cc1,,4.92
152,,CN(C(=O)CN1CCOCC1)c1ccccc1-c1cnc(Nc2ccc(-c3cnco3)c(Br)c2)o1,,5.5
153,,C=C(C)C1CCC2(C(=O)NCCCCCCCC(=O)NCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,,7.0
154,,OCC1OC(n2cnc3c(CSCc4ccccc4)ncnc32)C(O)C1O,,5.185
155,,CNCCNc1c2C(=O)c3ccccc3C(=O)c2c(NCCNC)c2c1cc[nH]2,,5.96
156,,CC(=O)OC(C)n1cnc2c(Cl)nc(I)nc21,,4.8
157,,O=C(Nc1ccc(C(=O)NCCN2CCCCC2)cc1)Nc1ccc(N(CCCl)CCCl)cc1,,5.29666666667
158,,CC(=O)C1CCC2(C(=O)NCCCCCCCCCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,,4.92
159,,Nc1ncnc2c1ncn2C1OC(C=CCl)C(O)C1O,,4.07
160,,CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1,,8.53
161,,COc1ccc(-c2c(-c3cc(OC)c(OC)c(OC)c3)c(=O)c2=O)c(OC)c1,,5.75
162,,Cc1cc(NC(=O)NNc2ccc(N(CCCl)CCCl)cc2)c2cc3OCOc3cc2n1,,6.26333333333
163,,CC(C)CC(NP(=O)(OCC1OC(n2cc(F)c(=O)[nH]c2=O)CC1O)Oc1ccccc1)C(=O)OCc1ccccc1,,4.8
164,,COc1ccc2[nH]c3c(-c4ccccc4CNC3=O)c2c1,,5.85
165,,COc1cc(-c2cc(=O)oc3cc(OC)c(OC)c(OC)c23)cc(OC)c1O,,4.21
166,,CCCCCC=C(c1cc(Br)cc(C(=O)OC)c1OC)c1cc(Br)cc(C(=O)OC)c1OC,,4.36
167,,COc1ccc2c(N(C)C)c(C(=O)c3cc(OC)c(OC)c(OC)c3)oc2c1,,7.11
168,,COc1ccc(-c2cn(C3OC(CO)C(O)C3O)nn2)cc1,,4.14
169,,Nc1ccc(C=C2SC(=O)N(Cc3ccc(C(F)(F)F)cc3)C2=O)cc1,,4.5
170,,CC(C)(C)NC(=O)C1CC2SCCC2CN1CC(O)C(CSc1ccccc1)NC(=O)C(CS(=O)(=O)c1ccc2ccccc2c1)NC(=O)C(F)(F)F,,7.24
171,,COc1ccc2CCC(=O)C(=Cc3ccc(OC)c(O)c3)c2c1,,5.85
172,,Cc1cc2c(NCCNCCO)c3c(C(=O)c4ccccc4C3=O)c(NCCNCCO)c2o1,,6.13
173,,CCCCCC=C(c1cc(Cl)c(OC)c(C(N)=O)c1)c1cc(Cl)c(OC)c(C(N)=O)c1,,4.51
174,,O=C1C(=Cc2cccc(Br)c2)COc2ccccc12,,5.32
175,,COc1cc(OC)c(C=CC(=O)c2c(OC)cc(OC)cc2OC)c(OC)c1,,5.72
176,,CC(=O)Nc1ccc(-c2cc(CN3CC4CCC(C3)N4Cc3ccnc(-c4ccc(NC(C)=O)cc4)c3)ccn2)cc1,,4.72
177,,COC(=O)C(C)NP(=O)(OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-])Oc1ccc(Br)cc1,,7.4
178,,COC1=CC(c2cc3ccccc3[nH]2)=NC1=Cc1c(C)cc(C)[nH]1,,6.11
179,,CCCCCCCCCOC(c1ccc([N+](=O)[O-])cc1)c1cn(C2OC(CO)C(O)C2O)c(=O)[nH]c1=O,,5.05
180,,NC(=O)NC(=O)Cc1cccc(NC(=O)CCl)c1,,4.9
181,,O=C1NC(=O)C(CSCc2ccncc2)(CSCc2ccncc2)N1,,4.28
182,,COc1cccc(C=CC(=O)c2ccccc2)c1,,5.07
183,,CCCC1(CCC)CNC(=O)C(Cc2ccc(OC)c(Cl)c2)NC(=O)C=CCC(C(C)C(O)C(Cl)c2ccccc2)OC(=O)C(CC(C)C)OC1=O,,8.06
184,,CC(C)(C)OC(=O)CCC(Nc1ccc(CN(CCCc2c(N)nc(N)[nH]c2=O)c2cc(F)cc(F)c2[N+](=O)[O-])cc1)C(=O)OC(C)(C)C,,5.0975
185,,CCOC1N(C2CC(N=[N+]=[N-])C(CO)O2)C(=O)NC(=O)C1(C)Br,,4.65
186,,COc1cccc2c1C(=O)c1c(O)c3c(CC(O)(C(=O)CO)CC3OC3CC(N)C(O)C(C)O3)c(O)c1C2=O,,7.064761904760001
187,,Nc1ncnc2c1c(I)cn2C1OC(CO)C(O)C1O,,5.15
188,,CCCCCCC#Cc1cn(CC=CCN2C(=O)c3ccccc3C2=O)c(=O)[nH]c1=O,,4.55
189,,Cn1cc(C#N)c2ccc(Nc3ncc(-c4cccc(CNC(=O)c5ccc6ccccc6c5)c4)o3)cc21,,5.36
190,,OCC1OC(n2cnc3c(C4CCC4)ncnc32)C(O)C1O,,5.16
191,,COc1ccc(-c2csc(=N)n2-c2cc(OC)c(OC)c(OC)c2)cc1,,5.82
192,,COc1cc(NS(=O)(=O)c2ccc(N3CCNC3=O)cc2)cc(OC)c1OC,,7.64
193,,COc1ccc2c(C)c(C(=O)c3cc(OC)c(OC)c(OC)c3)oc2c1,,7.7
194,,Cc1n[nH]c2c1C13CC1CN(C(=O)OC(C)(C)C)C3=CC2=O,,5.9
195,,COc1cccc(-c2ncnc3c2ncn3C2OC(CO)C(O)C2O)c1,,5.32
196,,Cc1cc2cc(O)c(O)cc2c(C)c1-c1ccccc1C(F)(F)F,,4.99
197,,OCc1c2Cc3ccccc3Cn2c(-c2ccc(F)c(F)c2)c1CO,,5.953333333330001
198,,COc1ccc(C(=O)OC2C(OC3C(O)COC(OC4CC5C6CC=C7CC(O)CCC7(C)C6CCC5(C)C4(O)C(C)C(=O)CCC(C)C)C3OC(C)=O)OCC(O)C2O)cc1,,9.52
199,,CC1=NN(C(=O)c2ccccc2O)C(=O)C1=Cc1ccccc1O,,7.21
200,,COc1cc(C(=O)c2c(N)c3cccc(C)c3s2)cc(OC)c1OC,,7.01
201,,COc1ccc(C(=O)C#Cc2c[nH]c(=O)[nH]c2=O)cc1,,5.64
202,,COc1ccc(CC2NC(=O)C=CCC(C(C)C3OC3c3ccc(CC(=O)O)cc3)OC(=O)C(CC(C)C)OC(=O)C(C)(C)CNC2=O)cc1Cl,,9.1
203,,Nc1nc2c(nc[nH]2)c(=O)[nH]1,,4.19
204,,COC1C(N(C)C(=O)c2ccccc2)CC2OC1(C)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c31,,6.33
205,,CN(C)CC1CCCC(=Cc2ccc(OC(=O)c3ccccc3)cc2)C1=O,,4.53
206,,COc1ccc(Nc2nc(N)c(C(=O)c3ccccc3OC)s2)cc1,,7.77
207,,CC(=O)NC(CS(=O)(=O)c1ccc(F)cc1)C(=O)NC(CSc1ccccc1)C(O)CN1CC2CCSC2CC1C(=O)NC(C)(C)C,,7.24
208,,COc1cc(O)c(C(=O)OC2CC3(C)C4C(O)C(C)(C)CC4(O)C=C(CO)C23O)c(C)c1Cl,,4.21
209,,OCC1OC(n2cnc3c(NCc4ccc(F)c(F)c4F)ncnc32)C(O)C1O,,4.24
210,,COc1cc(OC)c(C=CS(=O)(=O)Cc2ccc(OC)c(N)c2)c(OC)c1,,8.0
211,,CC(C)(C)c1ccc(C(=O)Nc2nc3c(CC(N)CC3)s2)cc1,,5.35
212,,CC(C)C(C)C(O)C(O)C(C)C1CCC2C3CC(=O)C4CC(F)CCC4(C)C3CCC12C,,4.86
213,,OCC1OC(n2cnc3c(-c4nccs4)ncnc32)C(O)C1O,,5.56
214,,Nc1nc2c(nnn2C2CCCC2CO)c(=O)[nH]1,,4.06
215,,CC(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)Cc6c(n(-c7ccccc7)nc6)C(C)(C)C5CCC43C)C12,,4.35
216,,C=C(CN(C)C)C(=O)c1ccc(C)cc1,,4.94
217,,CC(C)(C)NC(=O)c1ccccc1CC(O)C(Cc1ccccc1)NC(=O)C(CS(=O)(=O)c1cccc2ccccc12)NS(C)(=O)=O,,7.31
218,,COc1cc(N)cc(Nc2c3cccc(OCCN(CCCl)CCCl)c3nc3ccccc23)c1,,7.68
219,,CC(C)n1cnc2c(NCc3ccc(O)cc3)nc(NCCCO)nc21,,4.74
220,,C=C(C)C1CCC2(C(=O)NCCCCCCCCCC(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,,6.22
221,,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)Cc6c(O)[nH]nc6C(C)(C)C5CCC43C)C12,,4.66
